-5.77E-01,9.50E-01,1.50E-01,3.42E-01,1.88E+00,1.51E+02
-1.01E+00,2.09E+00,9.70E-02,5.95E-01,-8.18E-01,1.67E+02
3.85E+00,5.15E-01,-9.38E-01,5.15E-01,5.14E-01,2.96E+02
-3.85E-01,6.98E-02,4.62E-01,1.99E-01,-6.00E-01,1.37E+01
-7.44E-02,2.58E-01,4.04E-01,1.89E+00,1.75E-01,1.53E+02
-1.38E+00,-8.76E-01,5.39E-01,-1.04E+00,-1.90E-01,-1.99E+02
2.15E+00,9.59E-01,2.45E-02,4.98E-01,1.45E+00,3.08E+02
-4.72E-01,-1.61E+00,2.31E+00,-1.87E+00,6.86E-01,-1.19E+02
-1.30E-01,3.24E-01,2.10E-02,6.82E-01,-3.10E-01,3.10E+01
1.24E+00,-1.15E-01,-4.69E-01,-1.71E+00,1.35E+00,-3.72E+00
1.64E+00,1.37E+00,-2.75E-01,-2.30E+00,-1.52E+00,4.10E+01
6.75E-02,1.18E+00,-7.48E-01,1.55E+00,1.16E-01,1.69E+02
8.52E-01,-6.62E-01,6.34E-01,-2.03E+00,1.86E-01,-6.59E+01
7.52E-01,1.14E+00,3.02E-01,-3.47E-02,-1.17E+00,1.24E+02
-8.08E-01,-5.18E-01,-2.20E-01,3.57E-01,1.48E+00,-3.60E+01
4.05E-01,1.77E+00,-3.35E-01,-4.75E-01,-6.53E-01,1.28E+02
-7.54E-01,-2.45E-01,4.13E-01,8.22E-01,1.90E+00,5.52E+01
-9.19E-01,4.74E-01,-1.55E+00,6.86E-02,-1.06E+00,-1.48E+02
5.13E-01,-5.30E-01,-5.02E-01,9.15E-01,3.29E-01,1.25E+01
8.23E-01,-1.06E+00,-6.02E-01,1.85E+00,-1.35E-02,3.58E+00
5.43E-01,-4.69E-01,-2.34E-01,1.58E+00,7.67E-01,8.65E+01
1.12E+00,3.08E+00,-2.49E-01,5.77E-01,3.11E-01,4.09E+02
1.18E+00,1.83E+00,-8.98E-01,4.92E-01,-1.32E+00,1.80E+02
6.45E-01,9.72E-01,2.06E+00,1.76E+00,-2.49E-01,3.48E+02
5.87E-01,-1.40E+00,7.91E-01,-9.09E-01,1.40E+00,-5.08E+01
2.77E-01,3.41E-01,-8.90E-01,-8.16E-01,-7.71E-02,-5.78E+01
6.90E-01,4.02E-01,5.19E-01,1.53E+00,-1.09E-01,1.90E+02
-5.03E-01,9.97E-02,2.19E+00,-9.91E-01,-5.66E-01,1.67E+01
-1.76E+00,3.44E-01,-7.20E-01,-4.61E-01,1.06E+00,-1.01E+02
-2.09E-02,6.10E-01,-8.29E-01,-5.60E-01,7.47E-01,-2.46E+00
-2.53E-01,-1.02E+00,-9.27E-01,-5.95E-02,-3.24E+00,-2.98E+02
-7.59E-01,-5.26E-01,-8.40E-01,-5.99E-01,-2.12E+00,-2.71E+02
-1.20E+00,-5.54E-01,-7.93E-01,-1.07E-01,-1.04E+00,-2.26E+02
-1.76E+00,1.06E+00,1.37E+00,-9.65E-01,6.86E-01,4.75E+01
-2.62E+00,1.56E+00,3.61E-01,1.54E+00,-3.58E-02,9.83E+01
-7.56E-01,2.03E-01,-1.28E-01,-9.56E-01,-1.61E+00,-1.32E+02
3.32E-01,1.28E+00,7.12E-01,-1.12E+00,-1.53E+00,6.84E+01
-9.82E-01,1.02E-02,1.44E+00,-1.44E+00,1.16E+00,-4.55E-01
6.28E-01,6.24E-01,-1.21E+00,1.16E+00,7.92E-01,1.07E+02
1.31E+00,8.14E-01,-2.18E-01,1.10E+00,8.25E-01,2.31E+02
-2.13E-01,-7.18E-01,2.32E-01,-1.45E+00,-1.41E+00,-1.93E+02
2.13E+00,-1.24E+00,1.14E-01,6.62E-01,1.59E+00,8.66E+01
1.31E-01,-4.40E-01,-1.25E+00,1.63E+00,-1.43E+00,-7.70E+01
2.72E+00,-2.65E-01,8.27E-01,1.30E-02,1.45E+00,2.41E+02
-1.61E-01,-8.02E-01,-1.42E+00,-4.21E-01,-3.43E-01,-2.07E+02
-5.30E-01,5.04E-01,-6.27E-02,9.55E-01,-9.86E-01,4.58E+01
-2.34E-01,1.52E+00,4.97E-01,-1.38E-01,6.48E-01,1.80E+02
-1.12E-01,2.14E-01,1.96E+00,3.53E-02,-7.00E-01,1.14E+02
8.82E-01,1.69E+00,-1.42E+00,-6.47E-01,-1.08E+00,6.26E+01
-1.38E+00,1.05E+00,3.58E-01,5.61E-01,1.08E+00,1.07E+02
-1.14E+00,5.82E-02,3.85E-01,-8.84E-01,1.54E-01,-7.59E+01
2.60E-01,1.85E-01,2.27E-01,1.31E+00,-1.61E+00,5.08E+01
-1.52E+00,1.03E+00,-1.26E+00,9.18E-01,2.12E+00,5.04E+01
-1.48E+00,-3.01E-01,7.38E-01,1.71E-01,-1.16E-01,-9.09E+01
2.93E-01,2.32E-01,2.50E-01,3.46E-01,-6.80E-01,4.10E+01
-5.76E-01,-5.31E-01,-2.21E-01,6.14E-01,7.58E-01,-4.50E+01
-2.23E-01,4.82E-01,6.26E-01,-8.57E-01,-1.07E+00,-1.86E+01
